tempmax,tempmin,dew,preciptype,windspeed,winddir,pressure,cloudcover,visibility,uvindex,sunrise,sunset,moonphase,month,label
88.0,73.4,75.8,1.0,18.6,225.0,1007.0,84.8,6.0,4.0,19884.0,65793.0,0.54,6.0,rain
87.8,73.4,74.6,1.0,20.8,226.4,1006.2,76.7,6.4,5.0,19895.0,65808.0,0.58,6.0,rain
87.8,75.2,73.1,1.0,16.1,240.0,1005.7,79.2,6.5,5.0,19907.0,65822.0,0.61,6.0,rain
89.4,73.4,73.3,1.0,17.9,241.1,1006.7,81.2,6.5,9.0,19919.0,65836.0,0.64,6.0,rain
88.2,75.2,75.8,1.0,15.0,234.9,1006.3,79.9,6.2,6.0,19932.0,65849.0,0.67,6.0,rain
87.9,75.2,75.8,1.0,17.2,235.4,1004.5,73.4,6.4,6.0,19945.0,65862.0,0.7,6.0,rain
89.6,78.8,75.5,1.0,17.2,230.3,1003.3,89.0,6.4,5.0,19958.0,65874.0,0.75,6.0,rain
89.8,77.0,74.6,0.0,21.9,229.9,1003.3,68.4,6.5,6.0,19971.0,65886.0,0.77,6.0,partly-cloudy-day
91.4,77.0,73.5,1.0,19.5,223.7,1005.1,45.3,6.5,6.0,19985.0,65898.0,0.8,6.0,rain
91.6,77.0,74.4,1.0,12.0,224.9,1007.4,58.7,6.3,7.0,20000.0,65909.0,0.83,6.0,rain
92.6,75.2,75.6,1.0,12.8,219.2,1007.4,65.6,6.1,6.0,20014.0,65920.0,0.87,6.0,rain
93.2,77.0,75.6,1.0,17.5,230.1,1007.0,72.0,6.1,7.0,20029.0,65930.0,0.9,6.0,rain
93.2,77.0,75.5,1.0,12.8,217.4,1008.0,79.3,6.3,4.0,20043.0,65939.0,0.93,6.0,rain
91.4,73.4,73.9,1.0,18.3,225.3,1008.6,76.7,5.2,5.0,20058.0,65948.0,0.96,6.0,rain
89.7,73.4,74.0,1.0,17.2,233.1,1008.5,61.1,5.9,8.0,20089.0,65964.0,0.03,7.0,rain
91.5,75.2,74.4,1.0,13.9,249.7,1008.5,56.3,6.2,5.0,20104.0,65971.0,0.07,7.0,rain
92.2,71.6,74.8,1.0,11.1,310.4,1008.8,64.2,5.1,4.0,20120.0,65977.0,0.1,7.0,rain
90.2,71.6,72.7,1.0,13.2,251.3,1008.8,83.7,6.1,4.0,20135.0,65983.0,0.14,7.0,rain
89.6,73.4,73.9,1.0,17.2,244.2,1007.7,74.6,5.4,7.0,20151.0,65988.0,0.17,7.0,rain
92.6,75.2,75.5,1.0,21.9,246.8,1007.1,68.0,5.8,6.0,20166.0,65992.0,0.21,7.0,rain
91.5,77.0,75.3,1.0,17.2,232.0,1007.4,68.3,6.3,7.0,20182.0,65996.0,0.25,7.0,rain
87.8,77.0,74.9,1.0,15.4,224.9,1006.6,62.8,6.3,8.0,20197.0,65999.0,0.28,7.0,rain
89.6,75.2,75.7,1.0,13.4,226.1,1004.9,81.5,6.3,4.0,20228.0,66002.0,0.35,7.0,rain
89.6,71.6,75.2,1.0,13.9,221.9,1005.6,69.8,5.8,4.0,20243.0,66003.0,0.39,7.0,rain
87.8,74.1,75.2,1.0,16.4,200.5,1006.5,79.3,5.7,6.0,20259.0,66003.0,0.43,7.0,rain
85.4,75.2,75.7,1.0,13.2,216.0,1007.0,81.4,6.0,7.0,20274.0,66002.0,0.46,7.0,rain
89.8,73.4,73.8,1.0,20.1,238.1,1007.5,66.7,6.5,5.0,20288.0,66000.0,0.5,7.0,rain
91.5,77.0,73.9,1.0,14.3,228.0,1007.4,48.1,6.5,7.0,20303.0,65997.0,0.53,7.0,rain
89.6,77.0,74.6,1.0,17.2,226.5,1007.2,52.1,6.5,6.0,20317.0,65994.0,0.56,7.0,rain
90.2,77.0,74.3,1.0,16.1,239.3,1007.3,50.9,6.5,8.0,20332.0,65989.0,0.59,7.0,rain
91.4,77.1,75.1,1.0,13.9,234.1,1006.8,56.2,6.5,7.0,20346.0,65984.0,0.63,7.0,rain
93.2,78.0,75.4,1.0,12.9,239.4,1007.5,53.6,6.4,7.0,20359.0,65978.0,0.66,7.0,rain
93.2,75.2,74.5,0.0,12.8,270.5,1007.9,58.8,6.3,7.0,20373.0,65971.0,0.69,7.0,partly-cloudy-day
91.4,75.0,73.6,1.0,17.2,286.9,1007.2,73.4,6.3,8.0,20386.0,65964.0,0.72,7.0,rain
91.4,73.4,73.0,1.0,9.2,269.0,1005.9,56.4,6.4,5.0,20399.0,65955.0,0.75,7.0,rain
84.4,73.4,75.2,1.0,11.4,244.8,1006.6,89.0,5.9,4.0,20411.0,65946.0,0.79,7.0,rain
84.8,73.4,73.8,1.0,13.9,242.6,1008.1,79.9,5.9,5.0,20424.0,65936.0,0.82,7.0,rain
88.9,73.6,74.8,1.0,17.2,261.8,1007.7,75.8,6.2,7.0,20436.0,65925.0,0.85,7.0,rain
84.8,75.2,75.0,1.0,14.5,259.1,1007.0,89.5,6.2,5.0,20447.0,65913.0,0.88,7.0,rain
87.9,73.4,75.3,1.0,15.7,249.7,1005.5,80.4,5.9,6.0,20458.0,65900.0,0.92,7.0,rain
86.0,75.2,75.2,1.0,18.3,232.8,1005.6,87.1,6.3,3.0,20469.0,65887.0,0.95,7.0,rain
86.0,73.4,74.6,1.0,19.5,240.8,1005.4,87.6,6.2,5.0,20480.0,65872.0,0.98,7.0,rain
89.8,75.2,74.4,1.0,15.0,231.6,1007.1,79.4,6.1,6.0,20500.0,65841.0,0.05,8.0,rain
91.4,75.2,75.5,0.0,12.8,257.0,1008.4,74.2,5.9,8.0,20509.0,65824.0,0.09,8.0,partly-cloudy-day
91.4,75.2,75.7,0.0,12.8,266.2,1008.8,55.1,5.5,7.0,20518.0,65807.0,0.12,8.0,partly-cloudy-day
93.2,75.2,75.7,0.0,12.0,256.0,1007.4,45.1,6.0,7.0,20526.0,65788.0,0.16,8.0,partly-cloudy-day
93.2,77.0,75.9,1.0,13.9,248.6,1005.4,45.7,6.5,8.0,20534.0,65769.0,0.19,8.0,rain
90.7,75.2,76.3,1.0,15.0,241.1,1005.1,58.5,6.4,4.0,20542.0,65749.0,0.25,8.0,rain
91.4,75.2,76.2,1.0,15.0,236.1,1006.2,81.6,6.4,8.0,20549.0,65728.0,0.27,8.0,rain
92.9,73.4,75.5,1.0,13.2,243.2,1007.8,71.7,6.4,7.0,20556.0,65706.0,0.3,8.0,rain
93.2,78.8,76.7,1.0,14.5,239.7,1007.6,56.7,6.4,8.0,20563.0,65684.0,0.34,8.0,rain
86.0,78.3,75.5,1.0,12.8,236.2,1007.5,68.4,6.5,5.0,20569.0,65661.0,0.37,8.0,rain
91.4,76.6,73.4,0.0,12.8,240.6,1007.4,62.7,6.5,7.0,20574.0,65637.0,0.41,8.0,partly-cloudy-day
90.0,75.2,73.7,1.0,13.9,244.6,1006.9,57.5,6.5,6.0,20580.0,65612.0,0.44,8.0,rain
89.8,71.6,73.8,1.0,13.9,262.3,1006.6,59.4,5.9,7.0,20584.0,65587.0,0.48,8.0,rain
85.3,73.4,74.5,1.0,10.3,220.6,1008.3,65.1,5.2,6.0,20589.0,65561.0,0.5,8.0,rain
89.6,73.4,75.0,1.0,13.2,206.2,1009.6,83.1,5.9,5.0,20593.0,65535.0,0.55,8.0,rain
91.4,75.2,75.0,1.0,11.4,249.9,1008.3,55.0,6.3,8.0,20600.0,65479.0,0.61,8.0,rain
92.0,75.2,74.6,1.0,13.9,259.8,1008.2,49.6,6.2,6.0,20603.0,65451.0,0.64,8.0,rain
89.6,75.2,74.1,1.0,12.2,282.2,1008.6,61.5,6.5,5.0,20605.0,65421.0,0.68,8.0,rain
91.8,75.2,73.6,1.0,10.3,294.7,1009.0,66.4,6.3,7.0,20607.0,65392.0,0.71,8.0,rain
89.6,75.2,75.9,1.0,16.1,271.4,1008.7,70.1,5.7,4.0,20609.0,65361.0,0.74,8.0,rain
91.4,75.2,75.6,1.0,14.3,283.9,1008.2,76.4,5.5,4.0,20610.0,65330.0,0.75,8.0,rain
89.6,71.7,74.9,1.0,21.9,256.0,1007.6,75.1,5.6,5.0,20611.0,65299.0,0.81,8.0,rain
91.4,73.4,74.2,1.0,11.4,247.8,1006.8,73.1,6.0,7.0,20612.0,65266.0,0.84,8.0,rain
89.6,75.2,75.2,1.0,15.0,208.8,1005.8,71.8,6.0,7.0,20613.0,65234.0,0.87,8.0,rain
89.6,75.2,75.7,1.0,10.3,225.2,1005.3,65.5,6.0,4.0,20613.0,65201.0,0.9,8.0,rain
84.9,73.4,75.8,1.0,10.7,223.9,1005.9,78.2,6.1,6.0,20612.0,65167.0,0.94,8.0,rain
84.2,75.2,74.5,1.0,17.6,222.0,1006.7,70.2,6.4,5.0,20612.0,65133.0,0.97,8.0,rain
86.0,73.5,75.4,1.0,17.2,217.2,1008.4,73.9,6.0,6.0,20611.0,65099.0,0.0,8.0,rain
90.0,73.4,74.3,1.0,12.2,243.0,1008.5,65.2,6.5,5.0,20610.0,65064.0,0.04,8.0,rain
89.8,75.2,75.6,1.0,19.0,240.1,1007.7,55.3,6.4,7.0,20609.0,65028.0,0.07,8.0,rain
89.6,75.2,74.8,0.0,16.8,238.6,1007.4,67.1,6.5,6.0,20607.0,64993.0,0.11,9.0,partly-cloudy-day
89.8,75.3,74.5,1.0,16.1,247.1,1007.3,53.9,6.5,7.0,20605.0,64956.0,0.14,9.0,rain
91.6,75.2,74.7,1.0,12.9,237.9,1007.6,49.0,6.4,8.0,20603.0,64920.0,0.18,9.0,rain
91.4,77.0,74.5,1.0,13.9,238.3,1008.4,53.8,6.5,8.0,20601.0,64883.0,0.21,9.0,rain
89.6,77.0,75.6,1.0,12.8,237.1,1008.7,63.4,6.3,4.0,20598.0,64846.0,0.25,9.0,rain
91.4,75.2,75.3,1.0,16.1,236.3,1008.6,77.5,6.4,6.0,20596.0,64809.0,0.28,9.0,rain
87.9,73.4,75.4,1.0,9.2,267.1,1007.9,80.1,6.4,5.0,20593.0,64771.0,0.32,9.0,rain
86.0,75.2,76.2,1.0,16.1,241.7,1007.2,78.1,6.2,7.0,20590.0,64733.0,0.35,9.0,rain
89.6,73.4,75.2,1.0,16.1,241.5,1007.2,79.4,6.1,7.0,20587.0,64695.0,0.39,9.0,rain
87.8,75.2,74.6,1.0,17.2,217.1,1006.2,83.3,6.4,6.0,20583.0,64657.0,0.42,9.0,rain
88.1,73.4,74.2,1.0,20.8,197.3,1006.5,86.2,6.5,6.0,20580.0,64618.0,0.46,9.0,rain
87.8,73.4,75.2,1.0,11.0,161.5,1008.8,78.0,6.0,5.0,20577.0,64580.0,0.5,9.0,rain
90.8,73.4,74.0,0.0,11.4,250.1,1008.7,58.7,5.4,8.0,20573.0,64541.0,0.53,9.0,partly-cloudy-day
89.8,75.2,75.4,0.0,12.8,256.0,1008.2,65.7,6.5,7.0,20569.0,64502.0,0.56,9.0,partly-cloudy-day
89.6,77.0,76.4,0.0,12.8,268.3,1008.4,80.9,6.4,4.0,20566.0,64463.0,0.59,9.0,partly-cloudy-day
91.6,75.2,75.2,1.0,12.8,271.5,1007.5,49.6,6.5,5.0,20562.0,64424.0,0.63,9.0,rain
91.4,75.2,75.8,1.0,12.8,244.0,1006.4,63.8,6.5,6.0,20558.0,64385.0,0.66,9.0,rain
89.6,77.0,76.8,1.0,14.3,236.5,1007.0,67.0,5.9,7.0,20555.0,64346.0,0.69,9.0,rain
90.0,75.2,74.8,1.0,17.2,234.2,1009.0,79.1,6.4,5.0,20548.0,64268.0,0.75,9.0,rain
84.2,73.4,74.8,1.0,10.3,267.1,1008.7,84.9,5.4,3.0,20544.0,64229.0,0.79,9.0,rain
82.6,73.4,73.6,1.0,15.0,280.4,1008.3,76.5,6.4,5.0,20541.0,64190.0,0.83,9.0,rain
82.5,73.4,73.5,1.0,18.3,251.2,1008.0,89.3,5.7,4.0,20537.0,64151.0,0.86,9.0,rain
82.1,73.4,74.2,1.0,16.6,280.4,1008.5,91.1,6.2,4.0,20534.0,64112.0,0.89,9.0,rain
84.6,75.2,75.1,1.0,11.4,271.4,1007.6,70.1,6.1,6.0,20531.0,64073.0,0.93,9.0,rain
92.0,75.2,75.4,1.0,13.9,265.2,1005.8,60.3,6.0,9.0,20528.0,64035.0,0.96,9.0,rain
84.2,73.4,74.8,1.0,15.0,263.9,1005.2,79.7,5.0,4.0,20525.0,63996.0,0.0,9.0,rain
84.2,75.2,74.9,1.0,19.5,235.6,1006.8,87.7,6.2,3.0,20522.0,63958.0,0.03,9.0,rain
89.6,75.2,74.9,1.0,18.3,238.8,1006.8,72.8,6.5,6.0,20520.0,63920.0,0.06,9.0,rain
87.8,78.8,75.0,1.0,20.1,226.1,1007.7,67.4,6.5,7.0,20518.0,63882.0,0.09,9.0,rain
91.4,77.0,75.7,1.0,11.4,236.7,1007.6,53.9,6.5,4.0,20516.0,63845.0,0.13,10.0,rain
90.5,75.2,76.2,1.0,10.3,263.5,1006.5,55.3,6.4,5.0,20514.0,63808.0,0.16,10.0,rain
84.2,73.4,76.1,1.0,11.4,272.6,1006.3,86.4,5.6,4.0,20512.0,63771.0,0.2,10.0,rain
87.8,74.9,75.3,1.0,11.6,268.6,1006.8,86.0,5.2,5.0,20511.0,63734.0,0.25,10.0,rain
91.4,75.2,74.9,1.0,10.3,279.6,1009.5,64.0,5.6,4.0,20510.0,63663.0,0.3,10.0,rain
84.9,75.2,75.2,1.0,8.1,289.2,1009.5,64.0,5.9,7.0,20509.0,63627.0,0.33,10.0,rain
87.8,75.2,75.9,1.0,8.1,296.8,1009.1,64.1,6.0,5.0,20509.0,63592.0,0.37,10.0,rain
83.1,73.4,75.2,1.0,4.8,342.2,1009.2,80.3,4.3,4.0,20510.0,63558.0,0.4,10.0,rain
88.2,74.5,75.2,1.0,9.2,245.4,1009.5,82.8,5.8,5.0,20511.0,63524.0,0.44,10.0,rain
85.5,75.2,76.3,1.0,11.4,229.8,1009.4,68.1,5.7,8.0,20512.0,63491.0,0.47,10.0,rain
89.6,75.2,75.3,1.0,16.1,221.9,1009.4,66.7,5.9,6.0,20514.0,63458.0,0.5,10.0,rain
84.2,75.1,75.3,1.0,14.3,219.2,1009.1,86.3,5.9,5.0,20516.0,63425.0,0.54,10.0,rain
87.8,73.4,76.3,1.0,13.9,232.7,1008.8,77.0,6.0,6.0,20519.0,63394.0,0.57,10.0,rain
90.0,75.2,75.2,0.0,10.3,259.1,1008.5,53.6,5.7,7.0,20522.0,63362.0,0.61,10.0,partly-cloudy-day
89.6,73.4,74.1,0.0,8.1,157.3,1008.4,50.8,6.1,4.0,20525.0,63332.0,0.64,10.0,partly-cloudy-day
91.4,75.2,76.1,1.0,9.2,109.2,1009.5,58.3,6.1,5.0,20529.0,63302.0,0.67,10.0,rain
91.1,73.4,74.4,1.0,9.6,34.2,1009.4,49.9,5.9,7.0,20534.0,63273.0,0.71,10.0,rain
93.2,73.4,74.0,1.0,9.2,45.7,1007.8,53.8,5.8,7.0,20539.0,63244.0,0.74,10.0,rain
89.6,73.4,74.2,1.0,10.7,72.3,1008.5,54.6,5.8,4.0,20545.0,63216.0,0.75,10.0,rain
87.8,73.4,74.3,1.0,8.1,91.4,1008.8,46.3,6.3,8.0,20551.0,63189.0,0.81,10.0,rain
89.3,75.2,74.9,1.0,11.4,66.4,1008.7,50.2,5.8,9.0,20558.0,63163.0,0.84,10.0,rain
90.7,73.4,74.6,1.0,8.1,286.2,1008.8,62.5,5.1,9.0,20565.0,63137.0,0.88,10.0,rain
91.4,73.4,73.8,0.0,11.4,93.4,1008.2,49.3,6.1,9.0,20573.0,63112.0,0.91,10.0,partly-cloudy-day
89.8,73.4,74.6,1.0,8.1,68.9,1008.3,50.7,6.0,6.0,20582.0,63088.0,0.95,10.0,rain
91.6,75.2,75.2,0.0,11.4,65.6,1008.5,60.6,5.4,7.0,20591.0,63065.0,0.98,10.0,partly-cloudy-day
91.6,73.4,72.4,1.0,12.3,93.1,1008.7,50.9,5.5,8.0,20600.0,63043.0,0.0,10.0,rain
90.7,73.4,73.3,1.0,9.8,36.9,1009.0,55.3,6.4,9.0,20611.0,63021.0,0.05,10.0,rain
89.6,71.6,72.8,1.0,17.2,18.5,1007.9,54.3,6.0,8.0,20622.0,63001.0,0.08,10.0,rain
91.4,71.6,72.0,1.0,8.1,26.6,1007.2,43.2,6.3,9.0,20634.0,62981.0,0.11,10.0,rain
90.0,73.4,74.1,1.0,15.0,30.2,1007.6,47.4,5.8,9.0,20646.0,62962.0,0.15,10.0,rain
91.4,73.4,74.2,1.0,6.3,165.7,1007.6,54.1,5.4,9.0,20659.0,62944.0,0.18,11.0,rain
91.1,73.4,75.0,1.0,10.3,58.0,1006.8,56.2,5.6,9.0,20673.0,62927.0,0.25,11.0,rain
89.6,75.2,74.8,1.0,6.9,190.6,1006.8,59.9,6.0,9.0,20687.0,62912.0,0.25,11.0,rain
91.4,73.4,74.0,1.0,10.3,325.2,1007.1,47.6,5.8,8.0,20702.0,62897.0,0.28,11.0,rain
89.8,73.4,75.7,1.0,17.4,296.2,1006.9,63.9,5.7,4.0,20718.0,62883.0,0.31,11.0,rain
82.6,73.4,75.1,1.0,11.4,282.1,1006.5,87.4,6.4,4.0,20734.0,62870.0,0.35,11.0,rain
82.6,71.6,74.7,1.0,10.3,275.2,1005.9,88.9,5.6,8.0,20751.0,62858.0,0.38,11.0,rain
86.0,73.4,76.2,1.0,10.3,260.4,1006.5,77.5,5.7,6.0,20769.0,62847.0,0.41,11.0,rain
89.6,75.2,75.7,1.0,9.4,286.7,1007.5,50.8,5.3,8.0,20788.0,62837.0,0.45,11.0,rain
88.2,72.9,74.0,1.0,10.3,104.9,1010.4,63.2,5.3,7.0,20826.0,62821.0,0.5,11.0,rain
89.6,71.6,71.3,1.0,8.1,118.1,1011.1,52.5,5.6,9.0,20847.0,62814.0,0.55,11.0,rain
91.4,73.4,73.5,1.0,11.3,88.1,1010.6,56.0,5.4,9.0,20868.0,62809.0,0.58,11.0,rain
88.0,73.4,74.3,1.0,8.1,299.1,1010.2,51.0,5.9,8.0,20890.0,62804.0,0.62,11.0,rain
88.2,73.4,73.3,0.0,6.9,11.9,1009.9,37.1,5.3,8.0,20912.0,62801.0,0.65,11.0,partly-cloudy-day
89.6,73.4,74.2,1.0,8.1,205.5,1008.4,51.9,5.5,7.0,20935.0,62798.0,0.69,11.0,rain
91.1,73.4,73.2,1.0,9.2,34.2,1007.9,52.8,6.4,7.0,20958.0,62797.0,0.72,11.0,rain
88.0,77.0,76.3,1.0,14.3,170.5,1008.2,73.6,6.1,4.0,20982.0,62797.0,0.75,11.0,rain
91.4,75.2,73.9,1.0,10.2,92.0,1009.5,53.8,5.1,7.0,21007.0,62798.0,0.79,11.0,rain
91.4,73.4,70.5,1.0,15.4,69.4,1010.4,52.2,5.9,8.0,21032.0,62800.0,0.82,11.0,rain
90.3,75.2,71.7,1.0,20.8,27.0,1009.9,65.2,5.8,7.0,21058.0,62803.0,0.86,11.0,rain
91.8,75.2,73.3,0.0,15.7,71.1,1008.7,63.0,6.2,7.0,21085.0,62807.0,0.89,11.0,partly-cloudy-day
93.2,74.2,72.1,1.0,18.1,25.5,1008.9,56.0,6.4,7.0,21112.0,62813.0,0.93,11.0,rain
90.4,71.6,69.8,1.0,10.7,28.9,1009.3,48.3,6.3,7.0,21139.0,62819.0,0.96,11.0,rain
89.6,73.4,71.7,0.0,12.3,20.8,1008.8,73.7,6.5,8.0,21167.0,62827.0,0.0,11.0,partly-cloudy-day
91.4,73.1,73.4,1.0,9.2,52.8,1008.0,65.5,6.2,9.0,21195.0,62835.0,0.03,11.0,rain
89.6,73.4,74.5,1.0,8.1,176.0,1008.0,54.6,6.3,9.0,21224.0,62845.0,0.06,11.0,rain
88.1,73.4,74.8,1.0,9.2,128.8,1007.6,66.1,6.3,8.0,21253.0,62855.0,0.1,11.0,rain
90.9,73.4,74.4,1.0,11.4,93.1,1008.4,53.9,5.6,9.0,21283.0,62867.0,0.13,11.0,rain
90.0,73.4,74.7,0.0,6.9,112.6,1008.2,48.7,4.8,8.0,21313.0,62879.0,0.16,11.0,partly-cloudy-day
91.4,73.5,74.1,0.0,5.8,348.0,1008.3,41.3,5.3,8.0,21343.0,62893.0,0.19,12.0,partly-cloudy-day
89.8,71.6,70.0,1.0,10.7,348.0,1007.9,38.2,6.4,9.0,21374.0,62908.0,0.25,12.0,rain
87.8,71.6,70.6,1.0,11.4,45.7,1008.3,54.7,5.4,8.0,21405.0,62923.0,0.26,12.0,rain
87.8,71.6,69.9,1.0,6.9,343.2,1009.4,51.6,5.2,8.0,21436.0,62940.0,0.29,12.0,rain
87.8,68.0,67.5,0.0,9.2,274.8,1009.5,44.9,5.9,7.0,21467.0,62957.0,0.32,12.0,partly-cloudy-day
89.4,73.4,70.3,0.0,11.4,45.5,1009.1,76.2,6.4,4.0,21498.0,62976.0,0.36,12.0,partly-cloudy-day
86.0,75.2,74.2,1.0,6.9,95.0,1008.7,71.6,6.0,5.0,21530.0,62995.0,0.39,12.0,rain
87.1,73.4,74.7,1.0,7.4,358.4,1008.9,74.8,5.6,6.0,21562.0,63015.0,0.42,12.0,rain
88.1,69.8,66.7,0.0,11.4,11.1,1009.3,50.2,6.5,8.0,21626.0,63058.0,0.5,12.0,partly-cloudy-day
86.4,69.8,62.7,0.0,11.4,11.5,1010.3,54.2,6.5,5.0,21658.0,63081.0,0.52,12.0,partly-cloudy-day
84.4,69.8,66.3,1.0,9.2,338.0,1010.0,68.2,6.5,7.0,21722.0,63128.0,0.59,12.0,rain
89.6,71.6,71.0,1.0,8.5,5.4,1009.4,75.7,6.2,8.0,21754.0,63153.0,0.63,12.0,rain
91.4,73.4,73.7,0.0,9.6,57.3,1009.1,57.1,6.4,7.0,21785.0,63179.0,0.66,12.0,partly-cloudy-day
88.2,71.6,72.8,0.0,13.2,45.6,1009.6,50.4,5.8,8.0,21817.0,63205.0,0.7,12.0,partly-cloudy-day
87.8,71.6,68.1,0.0,9.2,29.5,1009.9,54.3,6.5,8.0,21848.0,63232.0,0.73,12.0,partly-cloudy-day
89.6,69.8,65.1,0.0,10.3,25.7,1010.0,48.5,6.5,8.0,21880.0,63260.0,0.75,12.0,partly-cloudy-day
88.0,69.8,64.2,0.0,11.4,16.0,1009.0,39.8,6.5,7.0,21911.0,63288.0,0.8,12.0,partly-cloudy-day
84.3,69.8,68.9,1.0,8.1,352.2,1008.6,79.1,6.3,7.0,21941.0,63316.0,0.84,12.0,rain
89.6,73.4,73.2,0.0,9.2,349.0,1008.9,60.0,6.4,5.0,21972.0,63345.0,0.87,12.0,partly-cloudy-day
88.1,73.4,74.0,0.0,8.1,277.2,1008.4,56.7,5.2,8.0,22002.0,63375.0,0.91,12.0,partly-cloudy-day
87.8,73.4,71.6,0.0,7.8,32.1,1008.2,56.8,6.5,9.0,22032.0,63405.0,0.95,12.0,partly-cloudy-day
87.8,69.8,64.9,0.0,11.4,28.0,1009.4,61.9,6.5,8.0,22061.0,63436.0,0.98,12.0,partly-cloudy-day
87.8,71.6,70.8,0.0,9.2,272.4,1011.5,76.0,5.7,7.0,22146.0,63529.0,0.08,12.0,partly-cloudy-day
84.9,71.6,70.1,1.0,8.1,28.0,1012.1,77.8,5.6,7.0,22173.0,63561.0,0.11,12.0,rain
88.2,68.0,66.2,0.0,8.1,54.2,1011.0,63.0,6.5,8.0,22200.0,63593.0,0.14,12.0,partly-cloudy-day
89.8,71.8,70.5,0.0,10.3,71.2,1011.3,60.2,6.2,8.0,22226.0,63625.0,0.18,12.0,partly-cloudy-day
87.8,73.4,70.6,1.0,9.2,37.8,1011.9,79.1,6.4,7.0,22251.0,63658.0,0.21,12.0,rain
87.9,73.4,71.4,0.0,8.1,103.5,1011.9,80.4,6.5,8.0,22276.0,63690.0,0.25,1.0,partly-cloudy-day
87.8,73.4,70.9,0.0,11.4,118.7,1011.4,56.6,6.4,9.0,22300.0,63723.0,0.27,1.0,partly-cloudy-day
89.0,71.6,70.4,0.0,11.4,136.5,1011.3,61.2,6.2,9.0,22324.0,63756.0,0.3,1.0,partly-cloudy-day
87.8,69.8,69.7,0.0,7.2,121.1,1012.0,49.9,6.1,9.0,22346.0,63789.0,0.34,1.0,partly-cloudy-day
89.6,69.8,71.5,0.0,8.1,158.1,1012.2,49.9,4.6,9.0,22368.0,63821.0,0.37,1.0,partly-cloudy-day
89.7,71.6,71.1,0.0,9.2,105.5,1012.8,54.3,4.8,9.0,22389.0,63854.0,0.4,1.0,partly-cloudy-day
91.4,69.8,67.1,0.0,12.8,24.8,1013.3,55.7,6.3,6.0,22410.0,63887.0,0.43,1.0,partly-cloudy-day
87.8,71.6,63.6,1.0,10.5,31.4,1012.8,56.0,6.5,6.0,22429.0,63919.0,0.46,1.0,rain
82.8,72.0,64.4,1.0,8.1,24.9,1010.9,84.3,6.5,5.0,22465.0,63984.0,0.53,1.0,rain
82.7,72.8,66.2,1.0,15.0,33.8,1011.0,76.7,6.5,5.0,22482.0,64016.0,0.57,1.0,rain
89.6,71.6,67.1,0.0,8.1,37.4,1010.0,59.1,6.5,5.0,22498.0,64048.0,0.6,1.0,partly-cloudy-day
88.4,73.4,69.4,0.0,11.4,42.5,1009.8,74.3,6.5,5.0,22513.0,64080.0,0.64,1.0,partly-cloudy-day
93.2,73.4,70.1,1.0,18.3,110.0,1008.0,54.7,5.9,6.0,22527.0,64111.0,0.67,1.0,rain
91.4,73.4,70.8,0.0,13.9,119.3,1007.4,63.5,6.4,7.0,22540.0,64142.0,0.71,1.0,partly-cloudy-day
90.4,73.4,72.8,0.0,12.8,125.4,1006.7,50.2,6.3,9.0,22552.0,64173.0,0.75,1.0,partly-cloudy-day
87.8,75.2,73.1,1.0,10.3,117.0,1007.3,69.9,5.8,7.0,22563.0,64204.0,0.78,1.0,rain
87.8,71.6,72.3,0.0,11.0,118.6,1007.8,49.9,6.5,9.0,22573.0,64234.0,0.82,1.0,partly-cloudy-day
89.6,75.2,72.5,0.0,13.4,129.5,1008.5,40.1,6.5,8.0,22582.0,64263.0,0.85,1.0,partly-cloudy-day
91.5,75.2,70.8,0.0,13.9,122.7,1009.0,43.2,6.5,9.0,22590.0,64293.0,0.89,1.0,partly-cloudy-day
91.4,73.4,67.6,0.0,11.4,130.1,1008.7,27.7,6.5,9.0,22597.0,64321.0,0.92,1.0,partly-cloudy-day
93.2,69.8,67.7,0.0,12.8,126.2,1009.3,30.0,6.5,9.0,22603.0,64350.0,0.96,1.0,partly-cloudy-day
89.9,74.9,70.9,1.0,9.2,136.6,1009.5,42.7,6.4,9.0,22608.0,64377.0,0.0,1.0,rain
91.4,72.2,71.8,0.0,10.3,187.8,1009.5,57.7,6.5,9.0,22612.0,64405.0,0.03,1.0,partly-cloudy-day
91.4,73.4,71.1,0.0,10.8,117.5,1009.6,45.1,6.5,9.0,22614.0,64432.0,0.06,1.0,partly-cloudy-day
89.3,71.6,69.7,0.0,9.2,107.9,1009.9,43.8,6.5,9.0,22616.0,64458.0,0.09,1.0,partly-cloudy-day
88.0,71.6,69.8,0.0,8.1,276.9,1009.4,41.3,6.5,9.0,22617.0,64484.0,0.12,1.0,partly-cloudy-day
91.6,71.6,71.4,1.0,9.2,83.1,1008.9,65.1,6.5,5.0,22617.0,64509.0,0.16,1.0,rain
89.6,75.2,71.5,1.0,9.6,107.6,1008.5,64.0,6.5,5.0,22615.0,64533.0,0.19,1.0,rain
90.2,73.4,72.0,0.0,13.9,92.3,1009.6,50.6,6.5,8.0,22613.0,64557.0,0.22,1.0,partly-cloudy-day
89.6,71.7,70.6,0.0,9.2,101.6,1010.7,50.6,6.6,7.0,22609.0,64581.0,0.25,1.0,partly-cloudy-day
93.2,73.4,70.1,0.0,9.2,118.5,1010.5,49.7,6.5,9.0,22605.0,64604.0,0.29,2.0,partly-cloudy-day
